Song_Name,onset_strength,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tonnetz,zero_crossing_rate
Talat Aziz - Bahut Yaad Aaye Bhulate Bhulate.mp3,1.2905729,0.31519207,0.35522446,0.2209609819,3.3077695,-4.33576,1536.553071,1795.34755,21.46981042,2804.893433,0.03054235181,0.03698521524
Talat Aziz - Chaahat Mein Kya.mp3,1.4387939,0.3852964,0.35631576,0.2217072012,1.5671985,-3.0543866,2427.994765,2792.559802,21.59090778,5020.057767,0.008116928673,0.05036042189
Talat Aziz - Chhaye Hai Un-Reshmi.mp3,1.4044236,0.3301289,0.44483402,0.2439214731,1.2101865,-4.3325257,2716.035252,3132.484392,20.81385727,5707.647217,-0.04314037327,0.05709094966
Talat Aziz - Dulhan Bani Hai Raat.mp3,1.3036993,0.35344306,0.43855458,0.2396233685,5.834618,0.68339336,1709.739525,2164.576516,20.92016429,3153.333502,-0.01624331199,0.03955388068
Talat Aziz - Duniya Kisi Ke Pyar Mein Jannat.mp3,1.3583791,0.3132672,0.3704945,0.224407667,1.9290582,-4.221125,2748.094756,2931.12031,21.85328503,5564.698821,0.06973681504,0.06474092179
Talat Aziz - Hamari Gali Mein Bhi Aate Raho.mp3,1.390579,0.3716474,0.43671766,0.2447180447,4.3169184,-0.4661626,1888.716605,2406.976911,20.56990555,3734.467975,0.008703733736,0.03904610738
Talat Aziz - Jahan Mein Tujhsa Haseen Kaun Doosra Hoga.mp3,1.4065554,0.3760153,0.41795138,0.2391786757,3.0544724,-0.7087525,2089.307426,2460.840274,21.39792093,4248.125306,0.003530089659,0.04661795175
Talat Aziz - Kabhi Yun Bhi Aa.mp3,1.3395892,0.3878648,0.4217698,0.237719005,2.953024,-3.4941173,1592.813105,1971.580255,20.78373364,3022.295243,-0.02643922205,0.03409880716
Talat Aziz - Kahin Chand Rahon Mein.mp3,1.3100835,0.34251323,0.3993554,0.230501763,3.0381122,-2.473479,2488.740658,3003.30958,21.40064562,5404.085138,0.04695452908,0.04972837221
Talat Aziz - Kahin Main Tha.mp3,1.2015945,0.33431306,0.38017038,0.2252518058,2.3159893,-4.7411237,2007.874119,2152.285269,22.52786073,4022.404009,0.005208676777,0.05073672992
Talat Aziz - Khubsurat Hai Aankhen.mp3,1.3873587,0.39746827,0.36901513,0.2221937697,8.579793,1.1531588,2497.276163,2752.584197,21.65229845,4891.535456,0.002577742251,0.05549968336
Talat Aziz - Khuda Kare Ki Mohbbaat Main - Version 1.mp3,1.3617092,0.34276807,0.3952713,0.2330648745,3.718215,-2.106962,2753.223186,3088.805106,21.04742187,5742.74782,0.01153397986,0.06182285693
Talat Aziz - Nawazish Karam Shukriya Meharbani - Original.mp3,1.3441447,0.33818248,0.37393606,0.2281330118,1.7019876,-2.7705972,2024.69028,1999.435162,21.41249862,3905.241243,-0.02471761252,0.05611565084
Talat Aziz - Pathar Pe Gira Sheesha.mp3,1.3601402,0.34996805,0.39058176,0.230452069,1.5722088,-2.5781686,2571.924483,3200.414727,21.15774238,5404.737064,-0.006746885066,0.05075180772
Talat Aziz - Pyar Karna To Ek Ibadat Hai.mp3,1.3092585,0.36549935,0.4416507,0.2389719402,3.0181804,-4.3309073,2101.237553,2374.204838,21.35452222,4322.536837,-0.02247554378,0.0468632876
Talat Aziz - Sun Li Jo Khuda Ne.mp3,1.0999316,0.3828967,0.37274152,0.2217608357,5.182005,-1.4290761,966.1229076,1064.693332,22.20884527,2007.673295,0.0162343062,0.02596482354
Talat Aziz - Ye Kehrahi Hai.mp3,1.4205964,0.33733615,0.43585587,0.2410251489,2.96147,-2.573092,2051.078912,2304.006625,21.88434284,4286.630046,-0.002792834142,0.04633729421
Talat Aziz - Yeh Milan Khwab Sa.mp3,1.3503419,0.29883572,0.3789237,0.2262235728,2.2602293,-3.618386,2068.132856,2845.036048,21.62357943,4492.222944,0.05354030058,0.0356987437
Talat Aziz - Zindagi Jab Bhi.mp3,1.2727019,0.34588924,0.36539847,0.2213090621,4.948251,-4.4966574,1316.299436,1481.981623,20.72749551,2635.396635,-0.03039390749,0.03002303686
