,Song_Name,onset_strength,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tonnetz,zero_crossing_rate
37,bhojpuri/Sabi Diwana - Sarkela Seeena Se Odhaniya.opus,1.542442770338507,0.35616125544576577,0.6189028218325642,0.2746694004445924,20.967162668522253,5.281821292629086,3258.0135570041084,3601.7773845445795,19.07405751371599,6738.441822987348,-0.0008544416558777597,0.06570994208428184
38,bhojpuri/Khesari Lal Yadav - Thik Hai.opus,1.5878533743619914,0.4033394705455344,0.5434206449770431,0.2631467650957205,20.07312129630388,5.622688184659489,3290.7884770737246,3423.6019143801645,19.85139894577807,7006.356633579933,0.0022411996502850473,0.07510703542232096
39,bhojpuri/Lavkush Nishad - Hamar Saiya Aaj Ladan Se.opus,1.4655824559864505,0.3990347960291729,0.5033156665589875,0.25527406490372195,11.150173569463089,3.1318512773764287,3360.386014489709,3740.2360027337127,20.740063859425458,7331.241290412486,-0.002797720399878268,0.071342190983835
40,bhojpuri/R K Ji - Ail Bade Saiya.opus,1.4437103919201366,0.3374842308403833,0.5134893894288912,0.25753197781250203,24.062080556135736,3.3682481772336637,2823.855104182988,3491.234029348439,20.83452933466128,6051.428409548751,-0.006821127404953678,0.05055294605534851
41,bhojpuri/Ramu Nishad - Gawane Ke Raat.opus,1.5636778388351258,0.362952347550383,0.5889952534369304,0.26879812473832687,7.897591219285254,2.9096206313480155,2897.2601630830204,3307.0347838726166,20.479561881185152,6255.99074307883,-0.003970083300469617,0.05636367598193379
42,bhojpuri/Pradum Lal - Milal Bate Mauga Bhatar.opus,1.788444035551817,0.35177782978841354,0.5342985213348644,0.26351374873873024,19.734700502787987,-1.8598757292602,3399.325155772899,3097.1020965428597,21.878492715963212,6476.226414646196,0.004670805567693268,0.0861294427396063
43,bhojpuri/Lavkush Nishad - Jaa Chal Gailu Bhulake.opus,1.665839839728348,0.3731410368317645,0.5476614035893408,0.2674077048731942,10.241933941407654,-0.3820165255819806,3273.6395262264978,3466.0530732227617,21.70865523664993,6873.750111624861,0.0022229854701657156,0.0682943380149627
44,bhojpuri/Ajay Anand - Hamar Machhari.opus,1.7653984255095239,0.34036964292073574,0.49890858810717487,0.2573643372569399,12.933142286480193,0.13845166884609206,2244.8381878664677,2510.9505099403805,22.233834074955514,4177.536123183705,-0.0009263366489688933,0.04967958918493773
45,bhojpuri/Pawan Yadav - Yadav Ji Ka Beta Hu.opus,1.742234239565624,0.4308654252489146,0.5910632617626759,0.26800171703044884,1.752139359590504,-5.455636669122077,2802.07674698379,3014.5540106993753,20.543149495699026,5721.38358691691,0.009072173957462118,0.058532912560485505
46,bhojpuri/Samresh Sagar - Sasaram Ke Golgappa.opus,1.454430560428976,0.36540559271534884,0.5868824910938969,0.26882141439550766,20.314732688303124,4.998555530694553,3486.462761716771,3701.1837390377746,19.331541508351677,7191.216673206393,-0.0021741721524876695,0.07440983937440626
